# layer class subject_idx subject_id channel_idx channel_name value
conv2 Right 9 8 10 F3 2.89178496e+04

conv2 Right 0 13 11 F1 5.43363711e+04
conv2 Right 1 50 11 F1 3.04255723e+04
conv2 Right 2 12 11 F1 1.56948779e+04
conv2 Right 3 9 11 F1 3.46629414e+04
conv2 Right 4 40 11 F1 4.05068672e+04
conv2 Right 5 7 11 F1 4.09920898e+04
conv2 Right 6 41 11 F1 2.45974785e+04
conv2 Right 7 49 11 F1 1.18983574e+04
conv2 Right 8 3 11 F1 3.08604473e+04
conv2 Right 9 8 11 F1 2.90631387e+04

conv2 Right 0 13 12 Fz 5.37272656e+04
conv2 Right 1 50 12 Fz 3.00219688e+04
conv2 Right 2 12 12 Fz 1.55490977e+04
conv2 Right 3 9 12 Fz 3.43641562e+04
conv2 Right 4 40 12 Fz 3.99720703e+04
conv2 Right 5 7 12 Fz 4.03928281e+04
conv2 Right 6 41 12 Fz 2.41659219e+04
conv2 Right 7 49 12 Fz 1.17211611e+04
conv2 Right 8 3 12 Fz 3.05998184e+04
conv2 Right 9 8 12 Fz 2.86009141e+04

conv2 Right 0 13 13 F2 5.43179961e+04
conv2 Right 1 50 13 F2 3.04110508e+04
conv2 Right 2 12 13 F2 1.56884971e+04
conv2 Right 3 9 13 F2 3.47902383e+04
conv2 Right 4 40 13 F2 4.05517383e+04
conv2 Right 5 7 13 F2 4.07412109e+04
conv2 Right 6 41 13 F2 2.44815098e+04
conv2 Right 7 49 13 F2 1.19323955e+04
conv2 Right 8 3 13 F2 3.07290547e+04
conv2 Right 9 8 13 F2 2.88520879e+04

conv2 Right 0 13 14 F4 5.40722422e+04
conv2 Right 1 50 14 F4 3.03344492e+04
conv2 Right 2 12 14 F4 1.54531328e+04
conv2 Right 3 9 14 F4 3.47581953e+04
conv2 Right 4 40 14 F4 4.03682812e+04
conv2 Right 5 7 14 F4 4.08451211e+04
conv2 Right 6 41 14 F4 2.44631895e+04
conv2 Right 7 49 14 F4 1.18815000e+04
conv2 Right 8 3 14 F4 3.05916504e+04
conv2 Right 9 8 14 F4 2.88823418e+04

conv2 Right 0 13 15 F6 5.33915039e+04
conv2 Right 1 50 15 F6 2.98932773e+04
conv2 Right 2 12 15 F6 1.52571738e+04
conv2 Right 3 9 15 F6 3.42667734e+04
conv2 Right 4 40 15 F6 3.97727734e+04
conv2 Right 5 7 15 F6 4.03353906e+04
conv2 Right 6 41 15 F6 2.40320684e+04
conv2 Right 7 49 15 F6 1.16649980e+04
conv2 Right 8 3 15 F6 3.03444258e+04
conv2 Right 9 8 15 F6 2.85037266e+04

conv2 Right 0 13 16 F8 5.58704219e+04
conv2 Right 1 50 16 F8 3.12656504e+04
conv2 Right 2 12 16 F8 1.56680391e+04
conv2 Right 3 9 16 F8 3.54174766e+04
conv2 Right 4 40 16 F8 4.22671836e+04
conv2 Right 5 7 16 F8 4.24806680e+04
conv2 Right 6 41 16 F8 2.53590801e+04
conv2 Right 7 49 16 F8 1.25425391e+04
conv2 Right 8 3 16 F8 3.11024805e+04
conv2 Right 9 8 16 F8 3.03151191e+04

conv2 Right 0 13 17 FT7 5.79128320e+04
conv2 Right 1 50 17 FT7 3.21701211e+04
conv2 Right 2 12 17 FT7 1.62638340e+04
conv2 Right 3 9 17 FT7 3.60146641e+04
conv2 Right 4 40 17 FT7 4.34395195e+04
conv2 Right 5 7 17 FT7 4.35065234e+04
conv2 Right 6 41 17 FT7 2.59281211e+04
conv2 Right 7 49 17 FT7 1.29565605e+04
conv2 Right 8 3 17 FT7 3.16443477e+04
conv2 Right 9 8 17 FT7 3.06124961e+04

conv2 Right 0 13 18 FC5 5.39159180e+04
conv2 Right 1 50 18 FC5 3.00141562e+04
conv2 Right 2 12 18 FC5 1.55131396e+04
conv2 Right 3 9 18 FC5 3.43421445e+04
conv2 Right 4 40 18 FC5 4.01014531e+04
conv2 Right 5 7 18 FC5 4.05105000e+04
conv2 Right 6 41 18 FC5 2.41599180e+04
conv2 Right 7 49 18 FC5 1.18315723e+04
conv2 Right 8 3 18 FC5 3.06912520e+04
conv2 Right 9 8 18 FC5 2.84896504e+04

conv2 Right 0 13 19 FC3 5.45142422e+04
conv2 Right 1 50 19 FC3 3.03934414e+04
conv2 Right 2 12 19 FC3 1.55950186e+04
conv2 Right 3 9 19 FC3 3.47323516e+04
conv2 Right 4 40 19 FC3 4.06811953e+04
conv2 Right 5 7 19 FC3 4.10901680e+04
conv2 Right 6 41 19 FC3 2.46975469e+04
conv2 Right 7 49 19 FC3 1.23057480e+04
conv2 Right 8 3 19 FC3 3.10127578e+04
conv2 Right 9 8 19 FC3 2.90752949e+04

conv2 Right 0 13 20 FC1 5.41182109e+04
conv2 Right 1 50 20 FC1 3.03544336e+04
conv2 Right 2 12 20 FC1 1.57425371e+04
conv2 Right 3 9 20 FC1 3.50280742e+04
conv2 Right 4 40 20 FC1 4.07591680e+04
conv2 Right 5 7 20 FC1 4.11019453e+04
conv2 Right 6 41 20 FC1 2.48621191e+04
conv2 Right 7 49 20 FC1 1.25583174e+04
conv2 Right 8 3 20 FC1 3.10416562e+04
conv2 Right 9 8 20 FC1 2.92043770e+04

conv2 Right 0 13 21 FCz 5.39159414e+04
conv2 Right 1 50 21 FCz 3.04399512e+04
conv2 Right 2 12 21 FCz 1.60005518e+04
conv2 Right 3 9 21 FCz 3.53534961e+04
conv2 Right 4 40 21 FCz 4.10326758e+04
conv2 Right 5 7 21 FCz 4.10279727e+04
conv2 Right 6 41 21 FCz 2.50046035e+04
conv2 Right 7 49 21 FCz 1.28405967e+04
conv2 Right 8 3 21 FCz 3.08802422e+04
conv2 Right 9 8 21 FCz 2.92459746e+04

conv2 Right 0 13 22 FC2 5.39857539e+04
conv2 Right 1 50 22 FC2 3.06120879e+04
conv2 Right 2 12 22 FC2 1.60697207e+04
conv2 Right 3 9 22 FC2 3.56618945e+04
conv2 Right 4 40 22 FC2 4.10355898e+04
conv2 Right 5 7 22 FC2 4.09497109e+04
conv2 Right 6 41 22 FC2 2.50728613e+04
conv2 Right 7 49 22 FC2 1.28721621e+04
conv2 Right 8 3 22 FC2 3.09324277e+04
conv2 Right 9 8 22 FC2 2.89574824e+04

conv2 Right 0 13 23 FC4 5.41863008e+04
conv2 Right 1 50 23 FC4 3.06126445e+04
conv2 Right 2 12 23 FC4 1.59675107e+04
conv2 Right 3 9 23 FC4 3.54655781e+04
conv2 Right 4 40 23 FC4 4.09408281e+04
conv2 Right 5 7 23 FC4 4.11476914e+04
conv2 Right 6 41 23 FC4 2.51863672e+04
conv2 Right 7 49 23 FC4 1.27702158e+04
conv2 Right 8 3 23 FC4 3.09788672e+04
conv2 Right 9 8 23 FC4 2.88580332e+04

conv2 Right 0 13 24 FC6 5.32275977e+04
conv2 Right 1 50 24 FC6 3.00357285e+04
conv2 Right 2 12 24 FC6 1.56429014e+04
conv2 Right 3 9 24 FC6 3.45910391e+04
conv2 Right 4 40 24 FC6 4.01687500e+04
conv2 Right 5 7 24 FC6 4.03863164e+04
conv2 Right 6 41 24 FC6 2.44152324e+04
conv2 Right 7 49 24 FC6 1.20285732e+04
conv2 Right 8 3 24 FC6 3.05126641e+04
conv2 Right 9 8 24 FC6 2.83471836e+04

conv2 Right 0 13 25 FT8 5.70170391e+04
conv2 Right 1 50 25 FT8 3.19073867e+04
conv2 Right 2 12 25 FT8 1.65215234e+04
conv2 Right 3 9 25 FT8 3.70578516e+04
conv2 Right 4 40 25 FT8 4.34366289e+04
conv2 Right 5 7 25 FT8 4.34923789e+04
conv2 Right 6 41 25 FT8 2.70147812e+04
conv2 Right 7 49 25 FT8 1.35859678e+04
conv2 Right 8 3 25 FT8 3.20574727e+04
conv2 Right 9 8 25 FT8 3.04923906e+04

conv2 Right 0 13 26 T7 5.90915117e+04
conv2 Right 1 50 26 T7 3.33726914e+04
conv2 Right 2 12 26 T7 1.74572559e+04
conv2 Right 3 9 26 T7 3.73654805e+04
conv2 Right 4 40 26 T7 4.51742031e+04
conv2 Right 5 7 26 T7 4.50904961e+04
conv2 Right 6 41 26 T7 2.69658848e+04
conv2 Right 7 49 26 T7 1.41620977e+04
conv2 Right 8 3 26 T7 3.25870820e+04
conv2 Right 9 8 26 T7 3.09504102e+04

conv2 Right 0 13 27 C5 5.34161680e+04
conv2 Right 1 50 27 C5 2.98453027e+04
conv2 Right 2 12 27 C5 1.57192793e+04
conv2 Right 3 9 27 C5 3.42990625e+04
conv2 Right 4 40 27 C5 3.99972930e+04
conv2 Right 5 7 27 C5 4.03656445e+04
conv2 Right 6 41 27 C5 2.46029746e+04
conv2 Right 7 49 27 C5 1.22563164e+04
conv2 Right 8 3 27 C5 3.07930352e+04
conv2 Right 9 8 27 C5 2.83175605e+04

conv2 Right 0 13 28 C3 5.42660547e+04
conv2 Right 1 50 28 C3 3.06810117e+04
conv2 Right 2 12 28 C3 1.60068105e+04
conv2 Right 3 9 28 C3 3.51200234e+04
conv2 Right 4 40 28 C3 4.11397266e+04
conv2 Right 5 7 28 C3 4.13947031e+04
conv2 Right 6 41 28 C3 2.55211621e+04
conv2 Right 7 49 28 C3 1.29424883e+04
conv2 Right 8 3 28 C3 3.09408887e+04
conv2 Right 9 8 28 C3 2.91851934e+04

conv2 Right 0 13 29 C1 5.36924688e+04
conv2 Right 1 50 29 C1 3.03627363e+04
conv2 Right 2 12 29 C1 1.58300391e+04
conv2 Right 3 9 29 C1 3.51962852e+04
conv2 Right 4 40 29 C1 4.08567578e+04
conv2 Right 5 7 29 C1 4.11069727e+04
conv2 Right 6 41 29 C1 2.49488770e+04
conv2 Right 7 49 29 C1 1.23405371e+04
conv2 Right 8 3 29 C1 3.07690430e+04
conv2 Right 9 8 29 C1 2.87526113e+04

conv2 Right 0 13 30 Cz 5.36932578e+04
conv2 Right 1 50 30 Cz 3.05597559e+04
conv2 Right 2 12 30 Cz 1.61367285e+04
conv2 Right 3 9 30 Cz 3.54656367e+04
conv2 Right 4 40 30 Cz 4.11947227e+04
conv2 Right 5 7 30 Cz 4.13209180e+04
conv2 Right 6 41 30 Cz 2.49471367e+04
conv2 Right 7 49 30 Cz 1.23435742e+04
conv2 Right 8 3 30 Cz 3.08815000e+04
conv2 Right 9 8 30 Cz 2.86840684e+04

conv2 Right 0 13 31 C2 5.40816172e+04
conv2 Right 1 50 31 C2 3.06088730e+04
conv2 Right 2 12 31 C2 1.59960439e+04
conv2 Right 3 9 31 C2 3.53453984e+04
conv2 Right 4 40 31 C2 4.10696172e+04
conv2 Right 5 7 31 C2 4.13150469e+04
conv2 Right 6 41 31 C2 2.48071289e+04
conv2 Right 7 49 31 C2 1.20338291e+04
conv2 Right 8 3 31 C2 3.11473730e+04
conv2 Right 9 8 31 C2 2.85544688e+04

conv2 Right 0 13 32 C4 5.43571211e+04
conv2 Right 1 50 32 C4 3.03837246e+04
conv2 Right 2 12 32 C4 1.60718232e+04
conv2 Right 3 9 32 C4 3.49379102e+04
conv2 Right 4 40 32 C4 4.09121289e+04
conv2 Right 5 7 32 C4 4.14341875e+04
conv2 Right 6 41 32 C4 2.49368008e+04
conv2 Right 7 49 32 C4 1.19240781e+04
conv2 Right 8 3 32 C4 3.12773750e+04
conv2 Right 9 8 32 C4 2.83971309e+04

conv2 Right 0 13 33 C6 5.31755586e+04
conv2 Right 1 50 33 C6 2.99101406e+04
conv2 Right 2 12 33 C6 1.55573105e+04
conv2 Right 3 9 33 C6 3.41668984e+04
conv2 Right 4 40 33 C6 3.97668945e+04
conv2 Right 5 7 33 C6 4.03185312e+04
conv2 Right 6 41 33 C6 2.41240254e+04
conv2 Right 7 49 33 C6 1.14578994e+04
conv2 Right 8 3 33 C6 3.06135020e+04
conv2 Right 9 8 33 C6 2.80008574e+04

conv2 Right 0 13 34 T8 5.77670898e+04
conv2 Right 1 50 34 T8 3.12845449e+04
conv2 Right 2 12 34 T8 1.77177832e+04
conv2 Right 3 9 34 T8 3.64098477e+04
conv2 Right 4 40 34 T8 4.24232617e+04
conv2 Right 5 7 34 T8 4.38412773e+04
conv2 Right 6 41 34 T8 2.70878828e+04
conv2 Right 7 49 34 T8 1.30393320e+04
conv2 Right 8 3 34 T8 3.27352637e+04
conv2 Right 9 8 34 T8 2.98420723e+04

conv2 Right 0 13 35 TP7 5.87723203e+04
conv2 Right 1 50 35 TP7 3.26842109e+04
conv2 Right 2 12 35 TP7 1.68322305e+04
conv2 Right 3 9 35 TP7 3.71496055e+04
conv2 Right 4 40 35 TP7 4.42091133e+04
conv2 Right 5 7 35 TP7 4.48380195e+04
conv2 Right 6 41 35 TP7 2.64086582e+04
conv2 Right 7 49 35 TP7 1.33514678e+04
conv2 Right 8 3 35 TP7 3.27259199e+04
conv2 Right 9 8 35 TP7 3.08585898e+04

conv2 Right 0 13 36 CP5 5.35738008e+04
conv2 Right 1 50 36 CP5 2.99525391e+04
conv2 Right 2 12 36 CP5 1.57982939e+04
conv2 Right 3 9 36 CP5 3.46052578e+04
conv2 Right 4 40 36 CP5 4.01205742e+04
conv2 Right 5 7 36 CP5 4.06259922e+04
conv2 Right 6 41 36 CP5 2.46432285e+04
conv2 Right 7 49 36 CP5 1.23386025e+04
conv2 Right 8 3 36 CP5 3.10440742e+04
conv2 Right 9 8 36 CP5 2.85152598e+04

conv2 Right 0 13 37 CP3 5.41391523e+04
conv2 Right 1 50 37 CP3 3.07243613e+04
conv2 Right 2 12 37 CP3 1.61590068e+04
conv2 Right 3 9 37 CP3 3.52596992e+04
conv2 Right 4 40 37 CP3 4.10443672e+04
conv2 Right 5 7 37 CP3 4.13110547e+04
conv2 Right 6 41 37 CP3 2.53445332e+04
conv2 Right 7 49 37 CP3 1.28061211e+04
conv2 Right 8 3 37 CP3 3.10652812e+04
conv2 Right 9 8 37 CP3 2.90583359e+04

conv2 Right 0 13 38 CP1 5.35601875e+04
conv2 Right 1 50 38 CP1 3.03854668e+04
conv2 Right 2 12 38 CP1 1.60264746e+04
conv2 Right 3 9 38 CP1 3.50967617e+04
conv2 Right 4 40 38 CP1 4.07576680e+04
conv2 Right 5 7 38 CP1 4.07758203e+04
conv2 Right 6 41 38 CP1 2.45705527e+04
conv2 Right 7 49 38 CP1 1.20587998e+04
conv2 Right 8 3 38 CP1 3.07401035e+04
conv2 Right 9 8 38 CP1 2.88590391e+04

conv2 Right 0 13 39 CPz 5.44598008e+04
conv2 Right 1 50 39 CPz 3.09276758e+04
conv2 Right 2 12 39 CPz 1.64108027e+04
conv2 Right 3 9 39 CPz 3.52274531e+04
conv2 Right 4 40 39 CPz 4.14549219e+04
conv2 Right 5 7 39 CPz 4.14614102e+04
conv2 Right 6 41 39 CPz 2.47798496e+04
conv2 Right 7 49 39 CPz 1.21857666e+04
conv2 Right 8 3 39 CPz 3.10339863e+04
conv2 Right 9 8 39 CPz 2.94220020e+04

conv2 Right 0 13 40 CP2 5.41531289e+04
conv2 Right 1 50 40 CP2 3.03362891e+04
conv2 Right 2 12 40 CP2 1.58541211e+04
conv2 Right 3 9 40 CP2 3.47708789e+04
conv2 Right 4 40 40 CP2 4.05960352e+04
conv2 Right 5 7 40 CP2 4.07377383e+04
conv2 Right 6 41 40 CP2 2.44232207e+04
conv2 Right 7 49 40 CP2 1.17259004e+04
conv2 Right 8 3 40 CP2 3.09136797e+04
conv2 Right 9 8 40 CP2 2.89663301e+04

conv2 Right 0 13 41 CP4 5.42442344e+04
conv2 Right 1 50 41 CP4 3.03267480e+04
conv2 Right 2 12 41 CP4 1.61086748e+04
conv2 Right 3 9 41 CP4 3.46124766e+04
conv2 Right 4 40 41 CP4 4.05106875e+04
conv2 Right 5 7 41 CP4 4.06212188e+04
conv2 Right 6 41 41 CP4 2.47259746e+04
conv2 Right 7 49 41 CP4 1.19860195e+04
conv2 Right 8 3 41 CP4 3.09087148e+04
conv2 Right 9 8 41 CP4 2.89381699e+04

conv2 Right 0 13 42 CP6 5.33553203e+04
conv2 Right 1 50 42 CP6 3.00043477e+04
conv2 Right 2 12 42 CP6 1.56668799e+04
conv2 Right 3 9 42 CP6 3.44311523e+04
conv2 Right 4 40 42 CP6 3.96398086e+04
conv2 Right 5 7 42 CP6 4.00956328e+04
conv2 Right 6 41 42 CP6 2.43261309e+04
conv2 Right 7 49 42 CP6 1.19544023e+04
conv2 Right 8 3 42 CP6 3.06642129e+04
conv2 Right 9 8 42 CP6 2.85601582e+04

conv2 Right 0 13 43 TP8 5.68827656e+04
conv2 Right 1 50 43 TP8 3.10406094e+04
conv2 Right 2 12 43 TP8 1.85276738e+04
conv2 Right 3 9 43 TP8 3.55510820e+04
conv2 Right 4 40 43 TP8 4.14660156e+04
conv2 Right 5 7 43 TP8 4.19484375e+04
conv2 Right 6 41 43 TP8 2.60054219e+04
conv2 Right 7 49 43 TP8 1.29250020e+04
conv2 Right 8 3 43 TP8 3.17893164e+04
conv2 Right 9 8 43 TP8 3.09677402e+04

conv2 Right 0 13 44 P9 5.77929258e+04
conv2 Right 1 50 44 P9 3.21633652e+04
conv2 Right 2 12 44 P9 1.68707188e+04
conv2 Right 3 9 44 P9 3.72647070e+04
conv2 Right 4 40 44 P9 4.31574297e+04
conv2 Right 5 7 44 P9 4.34678359e+04
conv2 Right 6 41 44 P9 2.65959258e+04
conv2 Right 7 49 44 P9 1.39763516e+04
conv2 Right 8 3 44 P9 3.28317734e+04
conv2 Right 9 8 44 P9 3.06431934e+04

conv2 Right 0 13 45 P7 5.31836523e+04
conv2 Right 1 50 45 P7 2.98104297e+04
conv2 Right 2 12 45 P7 1.54153926e+04
conv2 Right 3 9 45 P7 3.44096172e+04
conv2 Right 4 40 45 P7 3.97792422e+04
conv2 Right 5 7 45 P7 4.01458672e+04
conv2 Right 6 41 45 P7 2.42494414e+04
conv2 Right 7 49 45 P7 1.19926709e+04
conv2 Right 8 3 45 P7 3.07023223e+04
conv2 Right 9 8 45 P7 2.83787578e+04

conv2 Right 0 13 46 P5 5.33130703e+04
conv2 Right 1 50 46 P5 2.99918320e+04
conv2 Right 2 12 46 P5 1.55224785e+04
conv2 Right 3 9 46 P5 3.45245977e+04
conv2 Right 4 40 46 P5 3.98911016e+04
conv2 Right 5 7 46 P5 4.03216914e+04
conv2 Right 6 41 46 P5 2.42282520e+04
conv2 Right 7 49 46 P5 1.19318496e+04
conv2 Right 8 3 46 P5 3.06805234e+04
conv2 Right 9 8 46 P5 2.83537031e+04

conv2 Right 0 13 47 P3 5.34204336e+04
conv2 Right 1 50 47 P3 3.01094551e+04
conv2 Right 2 12 47 P3 1.56773818e+04
conv2 Right 3 9 47 P3 3.48219922e+04
conv2 Right 4 40 47 P3 4.00930039e+04
conv2 Right 5 7 47 P3 4.05765547e+04
conv2 Right 6 41 47 P3 2.44057520e+04
conv2 Right 7 49 47 P3 1.22123291e+04
conv2 Right 8 3 47 P3 3.08129844e+04
conv2 Right 9 8 47 P3 2.85292578e+04

conv2 Right 0 13 48 P1 5.42067422e+04
conv2 Right 1 50 48 P1 3.04096484e+04
conv2 Right 2 12 48 P1 1.60274121e+04
conv2 Right 3 9 48 P1 3.53718008e+04
conv2 Right 4 40 48 P1 4.06378086e+04
conv2 Right 5 7 48 P1 4.11796602e+04
conv2 Right 6 41 48 P1 2.47429902e+04
conv2 Right 7 49 48 P1 1.26893584e+04
conv2 Right 8 3 48 P1 3.12483320e+04
conv2 Right 9 8 48 P1 2.90752988e+04

conv2 Right 0 13 49 Pz 5.34569961e+04
conv2 Right 1 50 49 Pz 2.99061582e+04
conv2 Right 2 12 49 Pz 1.56217471e+04
conv2 Right 3 9 49 Pz 3.45615234e+04
conv2 Right 4 40 49 Pz 3.97865195e+04
conv2 Right 5 7 49 Pz 4.03264922e+04
conv2 Right 6 41 49 Pz 2.40946758e+04
conv2 Right 7 49 49 Pz 1.19611631e+04
conv2 Right 8 3 49 Pz 3.07941895e+04
conv2 Right 9 8 49 Pz 2.85755020e+04

conv2 Right 0 13 50 P2 5.43941992e+04
conv2 Right 1 50 50 P2 3.03008359e+04
conv2 Right 2 12 50 P2 1.57617549e+04
conv2 Right 3 9 50 P2 3.52856836e+04
conv2 Right 4 40 50 P2 4.04921133e+04
conv2 Right 5 7 50 P2 4.10346523e+04
conv2 Right 6 41 50 P2 2.48085059e+04
conv2 Right 7 49 50 P2 1.26663203e+04
conv2 Right 8 3 50 P2 3.13408809e+04
conv2 Right 9 8 50 P2 2.93155293e+04

conv2 Right 0 13 51 P4 5.37962891e+04
conv2 Right 1 50 51 P4 2.97079785e+04
conv2 Right 2 12 51 P4 1.54914238e+04
conv2 Right 3 9 51 P4 3.46358125e+04
conv2 Right 4 40 51 P4 3.97827266e+04
conv2 Right 5 7 51 P4 4.01933984e+04
conv2 Right 6 41 51 P4 2.42087812e+04
conv2 Right 7 49 51 P4 1.21622236e+04
conv2 Right 8 3 51 P4 3.10025996e+04
conv2 Right 9 8 51 P4 2.89922207e+04

conv2 Right 0 13 52 P6 5.36678398e+04
conv2 Right 1 50 52 P6 2.98418867e+04
conv2 Right 2 12 52 P6 1.56054043e+04
conv2 Right 3 9 52 P6 3.47100938e+04
conv2 Right 4 40 52 P6 3.97258672e+04
conv2 Right 5 7 52 P6 4.01385195e+04
conv2 Right 6 41 52 P6 2.43216113e+04
conv2 Right 7 49 52 P6 1.22304707e+04
conv2 Right 8 3 52 P6 3.09086445e+04
conv2 Right 9 8 52 P6 2.89648613e+04

conv2 Right 0 13 53 P8 5.33795898e+04
conv2 Right 1 50 53 P8 2.94592793e+04
conv2 Right 2 12 53 P8 1.55102930e+04
conv2 Right 3 9 53 P8 3.45691523e+04
conv2 Right 4 40 53 P8 3.93811953e+04
conv2 Right 5 7 53 P8 3.99009062e+04
conv2 Right 6 41 53 P8 2.41050000e+04
conv2 Right 7 49 53 P8 1.23224365e+04
conv2 Right 8 3 53 P8 3.09049062e+04
conv2 Right 9 8 53 P8 2.91824336e+04

conv2 Right 0 13 54 P10 5.76615312e+04
conv2 Right 1 50 54 P10 3.25724980e+04
conv2 Right 2 12 54 P10 1.72815566e+04
